,age,assists,dps,es_assists,es_blocks,es_faceoff_losses,es_faceoff_pct,es_faceoff_wins,es_goals,es_hits,games_played,goals,gw_goals,ops,penalty_minutes,player,plus_minus,point_shares,points,position,pp_assists,pp_goals,sh_assists,sh_goals,shot_pct,shots,team,toi,toi_avg,year
410,31,2,0.1,2.0,2.0,1.0,0.0,0.0,1,67,43,1,0,-0.1,64,Darcy Hordichuk,-3,0.0,3,LW,0.0,0,0.0,0,3.7,27,Edmonton Oilers,187,4:21,2012
411,24,2,2.0,2.0,72.0,0.0,,0.0,1,94,54,1,0,-0.6,80,Theo Peckham,0,1.4,3,D,0.0,0,0.0,0,4.0,25,Edmonton Oilers,911,16:53,2012
412,25,0,1.0,0.0,19.0,0.0,,0.0,1,36,25,2,1,-0.1,23,Cam Barker,0,0.9,2,D,0.0,1,0.0,0,5.7,35,Edmonton Oilers,459,18:22,2012
413,34,1,-0.2,1.0,2.0,21.0,43.2,16.0,0,4,7,1,0,0.1,7,Josh Green,-6,-0.1,2,LW,0.0,1,0.0,0,7.1,14,Edmonton Oilers,83,11:49,2012
414,24,0,0.1,0.0,3.0,22.0,45.0,18.0,1,4,5,1,0,0.1,2,Chris VandeVelde,2,0.2,1,C,0.0,0,0.0,0,100.0,1,Edmonton Oilers,49,9:52,2012
415,21,1,0.0,1.0,0.0,0.0,,0.0,0,2,2,0,0,0.1,0,Philippe Cornet,0,0.1,1,LW,0.0,0,0.0,0,,0,Edmonton Oilers,21,10:35,2012
416,25,1,0.0,,0.0,0.0,,0.0,0,0,47,0,0,0.0,0,Devan Dubnyk,0,8.5,1,G,,0,,0,,0,Edmonton Oilers,2653,56:27,2012
417,24,1,0.1,1.0,4.0,25.0,56.1,32.0,0,14,7,0,0,-0.1,4,Ryan O'Marra,0,0.0,1,C,0.0,0,0.0,0,0.0,3,Edmonton Oilers,67,9:36,2012
418,22,1,0.1,1.0,1.0,0.0,,0.0,0,5,3,0,0,0.1,2,Alex Plante,0,0.1,1,D,0.0,0,0.0,0,,0,Edmonton Oilers,32,10:39,2012
419,21,1,0.2,1.0,28.0,0.0,,0.0,0,68,24,0,0,-0.2,25,Colten Teubert,-5,0.0,1,D,0.0,0,0.0,0,0.0,13,Edmonton Oilers,303,12:39,2012
420,24,0,0.0,0.0,3.0,0.0,,0.0,0,0,3,0,0,-0.1,0,Taylor Chorney,-1,0.0,0,D,0.0,0,0.0,0,0.0,1,Edmonton Oilers,47,15:48,2012
421,30,0,0.0,,,,,,0,0,1,0,0,0.0,0,Yann Danis,0,0.0,0,G,,0,,0,,0,Edmonton Oilers,32,32:26,2012
422,39,0,0.0,,0.0,0.0,,0.0,0,0,40,0,0,0.0,0,Nikolai Khabibulin,0,6.3,0,G,,0,,0,,0,Edmonton Oilers,2261,56:31,2012
423,22,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0.0,0,Milan Kytnar,0,0.0,0,C,0.0,0,0.0,0,0.0,1,Edmonton Oilers,6,5:31,2012
424,27,0,-0.1,0.0,0.0,0.0,,0.0,0,1,1,0,0,0.0,0,Bryan Rodney,-1,-0.1,0,D,0.0,0,0.0,0,,0,Edmonton Oilers,13,13:17,2012
425,27,34,1.6,18.0,33.0,13.0,51.9,14.0,21,32,82,27,4,5.5,26,Tomas Fleischmann,-7,7.1,61,LW,16.0,6,0.0,0,12.4,217,Florida Panthers,1566,19:06,2012
426,28,37,2.2,25.0,61.0,688.0,53.2,781.0,14,92,80,20,6,4.0,60,Stephen Weiss,5,6.2,57,C,12.0,5,0.0,1,13.4,149,Florida Panthers,1641,20:31,2012
427,25,31,1.9,21.0,19.0,44.0,32.3,21.0,14,52,71,23,5,4.7,49,Kris Versteeg,4,6.6,54,RW,10.0,8,0.0,1,12.7,181,Florida Panthers,1414,19:55,2012
428,32,49,4.6,19.0,118.0,0.0,,0.0,3,46,82,4,0,3.8,6,Brian Campbell,-9,8.4,53,D,30.0,1,0.0,0,3.1,131,Florida Panthers,2206,26:54,2012
429,27,17,4.9,13.0,124.0,1.0,50.0,1.0,7,127,77,16,3,3.4,32,Jason Garrison,6,8.3,33,D,3.0,9,1.0,0,9.5,168,Florida Panthers,1825,23:42,2012
430,29,22,1.3,16.0,35.0,126.0,52.6,140.0,8,45,80,10,2,0.8,32,Tomas Kopecky,-8,2.1,32,RW,6.0,2,0.0,0,7.0,143,Florida Panthers,1382,17:16,2012
431,35,15,1.0,10.0,9.0,21.0,36.4,12.0,7,74,48,13,1,2.5,14,Mikael Samuelsson,2,3.5,28,RW,5.0,6,0.0,0,10.4,125,Florida Panthers,766,15:57,2012
432,21,24,2.6,16.0,74.0,0.0,,0.0,2,104,58,4,1,2.1,36,Dmitry Kulikov,-5,4.8,28,D,8.0,2,0.0,0,3.8,104,Florida Panthers,1268,21:51,2012
433,28,16,1.4,15.0,23.0,473.0,51.6,505.0,8,38,57,11,1,1.4,10,Marcel Goc,5,2.9,27,C,1.0,3,0.0,0,11.3,97,Florida Panthers,1004,17:37,2012
434,23,14,1.2,13.0,38.0,302.0,49.4,295.0,9,60,79,10,1,0.7,49,Shawn Matthias,-2,2.0,24,C,1.0,1,0.0,0,7.5,133,Florida Panthers,1091,13:49,2012
435,27,6,1.0,6.0,21.0,8.0,27.3,3.0,11,109,62,17,2,1.6,48,Sean Bergenheim,-5,2.6,23,LW,0.0,5,0.0,1,9.2,185,Florida Panthers,1018,16:25,2012
436,33,16,3.9,15.0,137.0,0.0,,0.0,0,114,82,0,0,-0.2,14,Mike Weaver,-2,3.7,16,D,0.0,0,1.0,0,0.0,51,Florida Panthers,1667,20:20,2012
437,35,10,1.7,7.0,73.0,0.0,,0.0,2,71,66,3,0,0.5,31,Ed Jovanovski,-11,2.2,13,D,3.0,1,0.0,0,5.2,58,Florida Panthers,1102,16:42,2012
438,26,2,0.5,1.0,17.0,213.0,45.2,176.0,7,49,60,9,1,0.1,18,Mike Santorelli,-10,0.6,11,C,1.0,2,0.0,0,7.7,117,Florida Panthers,744,12:24,2012
439,24,6,0.3,6.0,16.0,8.0,50.0,8.0,3,99,46,4,1,0.0,28,Jack Skille,-9,0.3,10,RW,0.0,0,0.0,1,5.3,76,Florida Panthers,550,11:58,2012
440,25,5,0.3,5.0,4.0,5.0,44.4,4.0,4,26,22,4,0,0.5,0,Wojtek Wolski,-3,0.8,9,LW,0.0,0,0.0,0,10.3,39,Florida Panthers,325,14:45,2012
441,33,5,0.5,5.0,11.0,16.0,42.9,12.0,3,134,45,3,0,-0.2,31,Matt Bradley,-3,0.3,8,RW,0.0,0,0.0,0,8.6,35,Florida Panthers,489,10:52,2012
442,20,6,0.8,5.0,73.0,0.0,,0.0,2,154,72,2,0,-0.1,78,Erik Gudbranson,-19,0.8,8,D,1.0,0,0.0,0,2.6,76,Florida Panthers,1022,14:12,2012
443,33,2,0.3,2.0,12.0,4.0,63.6,7.0,3,46,42,3,1,-0.5,23,Marco Sturm,-8,-0.3,5,LW,0.0,0,0.0,0,4.8,62,Florida Panthers,508,12:05,2012
444,31,3,0.5,3.0,8.0,5.0,28.6,2.0,2,50,41,2,0,-0.1,91,Krys Barch,2,0.4,5,RW,0.0,0,0.0,0,9.1,22,Florida Panthers,308,7:30,2012
445,23,3,0.1,1.0,1.0,2.0,60.0,3.0,1,24,17,2,0,0.3,6,Michal Repik,-3,0.4,5,RW,2.0,1,0.0,0,5.7,35,Florida Panthers,176,10:22,2012
446,28,3,0.3,3.0,2.0,3.0,50.0,3.0,1,44,26,2,1,-0.2,29,Scottie Upshall,-3,0.1,5,RW,0.0,1,0.0,0,3.8,53,Florida Panthers,331,12:43,2012
447,23,5,1.2,5.0,75.0,0.0,,0.0,0,80,40,0,0,-0.2,10,Keaton Ellerby,-3,1.1,5,D,0.0,0,0.0,0,0.0,45,Florida Panthers,616,15:23,2012
448,38,0,0.3,0.0,12.0,158.0,49.5,155.0,3,23,31,3,1,-0.4,4,John Madden,-4,-0.1,3,C,0.0,0,0.0,0,9.1,33,Florida Panthers,371,11:59,2012
449,22,1,0.0,1.0,1.0,6.0,0.0,0.0,2,13,15,2,0,0.1,2,Evgeni Dadonov,-4,0.1,3,RW,0.0,0,0.0,0,9.5,21,Florida Panthers,151,10:03,2012
450,27,2,0.3,2.0,21.0,0.0,,0.0,1,31,15,1,0,-0.2,5,Tyson Strachan,1,0.1,3,RW,0.0,0,0.0,0,7.1,14,Florida Panthers,215,14:21,2012
451,25,1,-0.1,1.0,11.0,77.0,45.4,64.0,1,48,27,1,1,-0.5,4,Tim Kennedy,-11,-0.6,2,LW,0.0,0,0.0,0,4.5,22,Florida Panthers,301,11:08,2012
452,28,0,0.1,0.0,1.0,3.0,0.0,0.0,1,10,7,1,0,0.1,0,Bill Thomas,0,0.1,1,RW,0.0,0,0.0,0,11.1,9,Florida Panthers,61,8:44,2012
453,27,1,-0.1,0.0,1.0,0.0,,0.0,0,12,6,0,0,-0.2,2,David Booth,-6,-0.3,1,LW,1.0,0,0.0,0,0.0,14,Florida Panthers,93,15:30,2012
454,34,1,0.0,,0.0,0.0,,0.0,0,0,30,0,0,0.0,0,Scott Clemmensen,0,4.7,1,G,,0,,0,,0,Florida Panthers,1566,52:12,2012
455,33,1,0.1,1.0,1.0,12.0,55.6,15.0,0,2,6,0,0,0.0,2,Mark Cullen,2,0.1,1,C,0.0,0,0.0,0,0.0,1,Florida Panthers,48,8:00,2012
456,32,1,0.3,1.0,7.0,55.0,58.3,77.0,0,30,16,0,0,-0.4,4,Jerred Smithson,1,-0.1,1,C,0.0,0,0.0,0,0.0,12,Florida Panthers,176,11:00,2012
457,28,0,0.0,0.0,0.0,21.0,46.2,18.0,0,12,7,0,0,-0.2,6,Ryan Carter,-1,-0.2,0,C,0.0,0,0.0,0,0.0,3,Florida Panthers,65,9:19,2012
458,24,0,0.0,,,,,,0,0,1,0,0,0.0,0,Brian Foster,0,0.0,0,G,,0,,0,,0,Florida Panthers,5,4:52,2012
459,30,0,0.0,0.0,1.0,1.0,50.0,1.0,0,6,5,0,0,-0.1,10,Bracken Kearns,0,-0.1,0,C,0.0,0,0.0,0,,0,Florida Panthers,36,7:14,2012
460,22,0,0.0,,0.0,0.0,,0.0,0,0,7,0,0,0.0,0,Jacob Markstrom,0,1.6,0,G,,0,,0,,0,Florida Panthers,383,54:45,2012
461,25,0,0.0,0.0,0.0,0.0,100.0,1.0,0,0,1,0,0,0.0,0,Jon Matsumoto,0,0.0,0,C,0.0,0,0.0,0,,0,Florida Panthers,5,5:04,2012
462,30,0,0.0,0.0,0.0,0.0,,0.0,0,0,1,0,0,0.0,0,Greg Rallo,0,0.0,0,C,0.0,0,0.0,0,0.0,1,Florida Panthers,4,3:31,2012
463,21,0,0.2,0.0,2.0,0.0,,0.0,0,1,3,0,0,0.0,0,Colby Robak,1,0.1,0,D,0.0,0,0.0,0,0.0,1,Florida Panthers,38,12:34,2012
464,35,0,0.0,,0.0,0.0,,0.0,0,0,53,0,0,0.0,2,Jose Theodore,0,9.7,0,G,,0,,0,,0,Florida Panthers,3049,57:32,2012
465,30,0,0.0,0.0,0.0,0.0,,0.0,0,0,1,0,0,0.0,0,Nolan Yonkman,0,0.0,0,D,0.0,0,0.0,0,,0,Florida Panthers,6,6:19,2012
466,24,51,3.1,31.0,53.0,646.0,53.9,754.0,15,72,82,25,2,6.4,20,Anze Kopitar,12,9.5,76,C,18.0,8,2.0,2,10.9,230,Los Angeles Kings,1750,21:20,2012
467,30,37,2.5,27.0,37.0,12.0,47.8,11.0,13,36,82,22,2,5.1,44,Justin Williams,10,7.6,59,RW,10.0,9,0.0,0,9.1,241,Los Angeles Kings,1406,17:09,2012
468,27,32,3.2,23.0,32.0,22.0,43.6,17.0,12,291,82,22,6,3.8,53,Dustin Brown,18,7.0,54,RW,7.0,9,2.0,1,10.3,214,Los Angeles Kings,1654,20:10,2012
469,26,26,2.2,15.0,38.0,520.0,50.6,532.0,11,111,74,18,1,3.0,71,Mike Richards,3,5.2,44,C,11.0,3,0.0,4,10.5,171,Los Angeles Kings,1398,18:53,2012
470,22,26,5.4,16.0,70.0,0.0,,0.0,7,122,77,10,3,2.9,69,Drew Doughty,-2,8.3,36,D,10.0,3,0.0,0,6.0,168,Los Angeles Kings,1917,24:54,2012
471,25,16,3.0,7.0,84.0,0.0,,0.0,3,68,61,8,4,2.0,24,Jack Johnson,-12,4.9,24,D,9.0,5,0.0,0,6.7,120,Los Angeles Kings,1373,22:31,2012
472,34,19,6.6,11.0,136.0,1.0,0.0,0.0,5,74,76,5,2,1.3,44,Willie Mitchell,20,7.9,24,D,5.0,0,3.0,0,4.8,104,Los Angeles Kings,1689,22:14,2012
473,29,15,2.0,8.0,46.0,537.0,54.8,652.0,5,165,78,6,0,-0.7,60,Jarret Stoll,2,1.3,21,C,7.0,1,0.0,0,4.5,133,Los Angeles Kings,1301,16:41,2012
474,22,12,3.9,9.0,47.0,0.0,,0.0,5,73,54,8,2,2.0,12,Slava Voynov,12,5.9,20,D,3.0,3,0.0,0,9.3,86,Los Angeles Kings,1001,18:32,2012
475,31,10,0.9,6.0,10.0,4.0,33.3,2.0,6,16,34,7,2,1.0,18,Simon Gagne,-1,1.8,17,LW,4.0,0,0.0,1,9.3,75,Los Angeles Kings,612,17:59,2012
476,29,10,1.1,10.0,16.0,18.0,43.8,14.0,6,90,65,7,0,0.0,43,Dustin Penner,-7,1.1,17,RW,0.0,1,0.0,0,5.9,119,Los Angeles Kings,931,14:19,2012
477,28,11,4.3,10.0,112.0,0.0,,0.0,4,238,82,4,2,0.5,58,Matt Greene,4,4.8,15,D,0.0,0,1.0,0,5.3,76,Los Angeles Kings,1367,16:40,2012
478,22,9,0.7,7.0,5.0,1.0,66.7,2.0,5,37,27,5,1,1.0,10,Dwight King,3,1.7,14,LW,2.0,0,0.0,0,11.9,42,Los Angeles Kings,395,14:38,2012
479,24,6,2.1,2.0,48.0,1.0,0.0,0.0,3,51,51,6,0,1.1,8,Alec Martinez,-1,3.2,12,D,4.0,3,0.0,0,7.7,78,Los Angeles Kings,751,14:43,2012
480,21,7,0.9,7.0,9.0,7.0,12.5,1.0,5,178,81,5,2,-0.3,123,Kyle Clifford,-5,0.6,12,LW,0.0,0,0.0,0,5.7,88,Los Angeles Kings,762,9:24,2012
481,27,3,0.4,3.0,4.0,18.0,47.1,16.0,4,8,16,6,1,0.9,2,Jeff Carter,-1,1.2,9,C,0.0,2,0.0,0,11.1,54,Los Angeles Kings,290,18:06,2012
482,33,8,4.3,8.0,115.0,0.0,,0.0,1,60,82,1,0,-0.9,16,Rob Scuderi,-7,3.4,9,D,0.0,0,0.0,0,1.6,63,Los Angeles Kings,1690,20:37,2012
483,26,3,0.9,3.0,15.0,23.0,58.9,33.0,4,65,59,5,0,-0.7,30,Brad Richardson,-6,0.2,8,RW,0.0,0,0.0,1,5.1,98,Los Angeles Kings,759,12:52,2012
484,27,6,0.9,6.0,25.0,193.0,47.4,174.0,2,147,67,2,0,-0.7,67,Colin Fraser,-2,0.1,8,C,0.0,0,0.0,0,3.7,54,Los Angeles Kings,652,9:44,2012
485,25,4,1.3,4.0,25.0,111.0,43.9,87.0,3,114,72,3,1,-1.6,26,Trevor Lewis,-3,-0.3,7,C,0.0,0,0.0,0,2.9,103,Los Angeles Kings,953,13:14,2012
486,21,4,0.6,4.0,6.0,85.0,43.0,64.0,2,6,39,3,0,-0.3,2,Andrei Loktionov,-4,0.3,7,C,0.0,1,0.0,0,5.0,60,Los Angeles Kings,489,12:32,2012
487,31,5,0.4,4.0,6.0,20.0,13.0,3.0,2,70,38,2,1,-0.1,8,Trent Hunter,-4,0.3,7,RW,1.0,0,0.0,0,3.9,51,Los Angeles Kings,384,10:06,2012
488,22,2,0.4,2.0,4.0,0.0,100.0,1.0,2,59,26,2,1,0.0,28,Jordan Nolan,2,0.4,4,C,0.0,0,0.0,0,10.5,19,Los Angeles Kings,243,9:21,2012
489,36,3,0.3,3.0,6.0,3.0,40.0,2.0,1,52,28,1,1,-0.3,20,Ethan Moreau,-3,0.0,4,LW,0.0,0,0.0,0,3.4,29,Los Angeles Kings,295,10:32,2012
490,27,0,0.3,0.0,5.0,0.0,,0.0,2,5,9,2,0,0.3,2,Davis Drewiske,0,0.6,2,D,0.0,0,0.0,0,18.2,11,Los Angeles Kings,113,12:34,2012
491,27,0,0.2,0.0,4.0,2.0,33.3,1.0,1,7,9,2,0,0.2,14,Scott Parse,1,0.4,2,C,0.0,1,0.0,0,22.2,9,Los Angeles Kings,102,11:17,2012
492,27,1,0.1,1.0,6.0,1.0,0.0,0.0,1,31,25,1,0,0.0,39,Kevin Westgarth,-3,0.0,2,RW,0.0,0,0.0,0,7.7,13,Los Angeles Kings,132,5:16,2012
493,26,2,0.0,,0.0,0.0,,0.0,0,0,69,0,0,0.0,6,Jonathan Quick,0,14.7,2,G,,0,,0,,0,Los Angeles Kings,4099,59:25,2012
494,23,0,0.0,,0.0,0.0,,0.0,0,0,16,0,0,0.0,0,Jonathan Bernier,0,2.1,0,G,,0,,0,,0,Los Angeles Kings,890,55:38,2012
495,31,29,2.5,18.0,45.0,31.0,53.7,36.0,16,70,82,24,3,3.8,28,Dany Heatley,2,6.3,53,RW,11.0,8,0.0,0,10.1,238,Minnesota Wild,1717,20:57,2012
496,27,22,1.5,16.0,62.0,722.0,49.5,707.0,17,81,82,22,0,3.0,66,Kyle Brodziak,-15,4.6,44,C,6.0,5,0.0,0,13.8,160,Minnesota Wild,1563,19:04,2012
497,28,32,2.1,16.0,21.0,536.0,52.3,587.0,9,62,55,12,2,3.0,28,Mikko Koivu,10,5.1,44,C,13.0,2,3.0,1,9.3,129,Minnesota Wild,1174,21:21,2012
498,25,17,1.0,11.0,23.0,8.0,27.3,3.0,12,73,69,19,2,2.8,28,Devin Setoguchi,-17,3.7,36,RW,6.0,7,0.0,0,10.9,174,Minnesota Wild,1214,17:36,2012
499,35,21,1.5,16.0,39.0,551.0,53.2,627.0,10,46,73,14,0,1.6,24,Matt Cullen,-10,3.1,35,C,5.0,4,0.0,0,8.5,164,Minnesota Wild,1382,18:56,2012
500,24,12,1.5,8.0,31.0,10.0,33.3,5.0,8,288,74,15,2,1.3,103,Cal Clutterbuck,-4,2.8,27,RW,4.0,3,0.0,4,9.3,161,Minnesota Wild,1210,16:21,2012
501,26,18,1.3,17.0,21.0,10.0,23.1,3.0,8,59,77,8,1,0.7,45,Nick Johnson,-6,2.0,26,RW,1.0,0,0.0,0,5.5,146,Minnesota Wild,1113,14:27,2012
502,22,20,3.9,10.0,95.0,0.0,,0.0,1,36,70,3,1,1.2,6,Jared Spurgeon,-4,5.0,23,D,10.0,2,0.0,0,3.3,92,Minnesota Wild,1512,21:36,2012
503,27,13,0.8,8.0,9.0,12.0,25.0,4.0,7,3,37,9,3,1.8,18,Pierre-Marc Bouchard,-1,2.6,22,C,5.0,2,0.0,0,10.7,84,Minnesota Wild,604,16:19,2012
504,34,14,1.9,11.0,38.0,0.0,,0.0,0,34,41,0,0,0.6,24,Marek Zidlicky,-6,2.4,14,D,3.0,0,0.0,0,0.0,50,Minnesota Wild,847,20:40,2012
505,26,7,0.7,7.0,91.0,59.0,43.8,46.0,6,151,82,6,1,-1.1,57,Darroll Powe,-20,-0.4,13,C,0.0,0,0.0,0,5.5,109,Minnesota Wild,1147,13:59,2012
506,21,9,1.9,4.0,106.0,0.0,,0.0,2,46,63,3,1,0.1,19,Marco Scandella,-22,2.0,12,D,5.0,1,0.0,0,3.9,77,Minnesota Wild,1372,21:47,2012
507,25,11,1.3,8.0,124.0,0.0,,0.0,1,34,51,1,0,0.3,57,Nate Prosser,-17,1.6,12,D,3.0,0,0.0,0,3.1,32,Minnesota Wild,982,19:15,2012
508,24,4,0.6,4.0,3.0,2.0,50.0,2.0,4,37,16,5,1,0.9,20,Guillaume Latendresse,6,1.5,9,RW,0.0,1,0.0,0,13.9,36,Minnesota Wild,243,15:11,2012
509,23,8,1.4,8.0,78.0,0.0,,0.0,0,78,47,1,0,0.0,54,Justin Falk,-13,1.5,9,D,0.0,1,0.0,0,2.2,46,Minnesota Wild,916,19:30,2012
510,28,1,-0.1,1.0,3.0,90.0,52.1,98.0,4,14,29,6,1,0.5,6,Erik Christensen,-13,0.4,7,C,0.0,2,0.0,0,17.6,34,Minnesota Wild,347,11:59,2012
511,24,5,0.1,4.0,7.0,3.0,66.7,6.0,2,6,14,2,1,0.5,0,Casey Wellman,-4,0.6,7,C,1.0,0,0.0,0,8.0,25,Minnesota Wild,178,12:44,2012
512,31,4,1.9,4.0,104.0,0.0,,0.0,2,77,39,2,1,0.0,14,Greg Zanon,-1,2.0,6,D,0.0,0,0.0,0,7.4,27,Minnesota Wild,726,18:37,2012
513,29,4,0.2,4.0,34.0,210.0,54.8,255.0,1,70,58,1,0,-1.1,54,Warren Peters,-15,-0.9,5,LW,0.0,0,0.0,0,1.9,54,Minnesota Wild,614,10:35,2012
514,26,4,2.8,4.0,80.0,0.0,,0.0,1,72,51,1,0,-0.4,62,Clayton Stoner,3,2.4,5,D,0.0,0,0.0,0,2.1,47,Minnesota Wild,897,17:36,2012
515,29,5,1.1,5.0,39.0,0.0,,0.0,0,11,20,0,0,-0.1,8,Tom Gilbert,-5,1.0,5,D,0.0,0,0.0,0,0.0,22,Minnesota Wild,540,27:01,2012
516,23,1,0.1,1.0,23.0,0.0,,0.0,2,12,13,2,0,0.3,2,Steven Kampfer,-7,0.3,3,D,0.0,0,0.0,0,16.7,12,Minnesota Wild,238,18:17,2012
517,23,2,0.2,2.0,9.0,9.0,35.7,5.0,1,19,11,1,1,0.1,11,Carson McMillan,1,0.3,3,RW,0.0,0,0.0,0,12.5,8,Minnesota Wild,122,11:04,2012
518,29,2,2.5,2.0,121.0,0.0,,0.0,0,60,62,1,0,-1.0,30,Nick Schultz,-10,1.5,3,D,0.0,1,0.0,0,2.6,38,Minnesota Wild,1215,19:36,2012
519,19,3,0.2,3.0,2.0,0.0,,0.0,0,17,9,0,0,0.1,6,Brett Bulmer,1,0.2,3,RW,0.0,0,0.0,0,0.0,7,Minnesota Wild,99,11:02,2012
520,25,0,0.1,0.0,5.0,0.0,,0.0,2,32,24,2,0,0.1,55,Matt Kassian,-2,0.2,2,LW,0.0,0,0.0,0,15.4,13,Minnesota Wild,133,5:33,2012
521,25,0,0.1,0.0,5.0,30.0,53.8,35.0,2,2,9,2,2,0.2,0,Chad Rau,-1,0.3,2,C,0.0,0,0.0,0,28.6,7,Minnesota Wild,98,10:53,2012
522,24,1,0.1,1.0,3.0,5.0,28.6,2.0,1,8,7,1,0,0.1,2,David McIntyre,-1,0.2,2,C,0.0,0,0.0,0,16.7,6,Minnesota Wild,76,10:55,2012
523,33,1,0.1,1.0,14.0,5.0,44.4,4.0,1,53,35,1,1,-0.6,14,Jed Ortmeyer,-8,-0.5,2,RW,0.0,0,0.0,0,2.4,41,Minnesota Wild,340,9:43,2012
524,33,2,0.0,,0.0,0.0,,0.0,0,0,46,0,0,0.0,2,Niklas Backstrom,0,8.8,2,G,,0,,0,,0,Minnesota Wild,2590,56:18,2012
525,22,2,0.3,2.0,21.0,1.0,75.0,3.0,0,71,37,0,0,-0.7,10,Colton Gillies,-5,-0.5,2,C,0.0,0,0.0,0,0.0,24,Minnesota Wild,339,9:10,2012
526,27,2,0.9,2.0,35.0,0.0,,0.0,0,3,17,0,0,-0.2,4,Mike Lundin,-1,0.7,2,D,0.0,0,0.0,0,0.0,9,Minnesota Wild,344,20:12,2012
527,30,2,0.2,2.0,2.0,5.0,16.7,1.0,0,7,5,0,0,0.0,0,Jeff Taffe,2,0.2,2,C,0.0,0,0.0,0,0.0,7,Minnesota Wild,65,12:55,2012
528,30,2,0.2,2.0,5.0,7.0,30.0,3.0,0,26,21,0,0,-0.4,15,Stephane Veilleux,-2,-0.2,2,LW,0.0,0,0.0,0,0.0,16,Minnesota Wild,211,10:04,2012
529,20,2,0.0,2.0,2.0,0.0,,0.0,0,5,6,0,0,0.0,2,Jason Zucker,-2,0.0,2,LW,0.0,0,0.0,0,0.0,10,Minnesota Wild,66,11:02,2012
530,22,0,-0.1,0.0,8.0,33.0,43.1,25.0,1,15,10,1,0,-0.1,15,Cody Almond,-5,-0.1,1,C,0.0,0,0.0,0,14.3,7,Minnesota Wild,102,10:13,2012
531,25,0,0.0,0.0,1.0,1.0,50.0,1.0,1,3,6,1,0,0.0,4,Jarod Palmer,-2,0.0,1,RW,0.0,0,0.0,0,7.1,14,Minnesota Wild,80,13:20,2012
532,25,1,0.1,1.0,1.0,0.0,,0.0,0,0,1,0,0,0.1,0,Chay Genoway,0,0.1,1,D,0.0,0,0.0,0,0.0,1,Minnesota Wild,18,18:16,2012
533,22,0,0.0,0.0,1.0,0.0,,0.0,0,2,1,0,0,0.0,2,Tyler Cuma,0,0.0,0,D,0.0,0,0.0,0,,0,Minnesota Wild,11,11:09,2012
534,30,0,0.0,0.0,0.0,0.0,,0.0,0,1,1,0,0,0.0,2,Jon DiSalvatore,0,0.0,0,LW,0.0,0,0.0,0,0.0,2,Minnesota Wild,14,14:27,2012
535,30,0,0.6,0.0,12.0,0.0,,0.0,0,10,14,0,0,-0.2,4,Kurtis Foster,1,0.4,0,D,0.0,0,0.0,0,0.0,15,Minnesota Wild,194,13:52,2012
536,21,0,0.0,0.0,,,,,0,0,1,0,0,0.0,0,Kris Foucault,0,0.0,0,LW,0.0,0,0.0,0,,0,Minnesota Wild,9,8:50,2012
537,24,0,-0.1,0.0,5.0,0.0,,0.0,0,1,3,0,0,0.0,2,Kris Fredheim,-2,-0.1,0,D,0.0,0,0.0,0,,0,Minnesota Wild,36,11:59,2012
538,21,0,0.0,,0.0,0.0,,0.0,0,0,12,0,0,0.0,0,Matt Hackett,0,2.0,0,G,,0,,0,,0,Minnesota Wild,556,46:18,2012
539,27,0,0.0,,0.0,0.0,,0.0,0,0,34,0,0,0.0,0,Josh Harding,0,6.4,0,G,,0,,0,,0,Minnesota Wild,1855,54:33,2012
540,22,0,0.0,0.0,2.0,1.0,0.0,0.0,0,12,9,0,0,-0.3,2,Nick Palmieri,-3,-0.3,0,RW,0.0,0,0.0,0,0.0,13,Minnesota Wild,94,10:24,2012
541,27,0,0.1,0.0,17.0,2.0,60.0,3.0,0,64,43,0,0,-0.8,73,Brad Staubitz,-7,-0.7,0,RW,0.0,0,0.0,0,0.0,17,Minnesota Wild,280,6:30,2012
542,23,32,1.9,23.0,39.0,4.0,20.0,1.0,29,104,79,33,5,7.1,56,Max Pacioretty,2,9.0,65,LW,9.0,4,0.0,0,11.5,286,Montreal Canadiens,1443,18:16,2012
543,33,26,2.3,23.0,30.0,32.0,42.9,24.0,24,186,82,35,6,6.7,48,Erik Cole,11,9.0,61,LW,3.0,11,0.0,0,14.5,241,Montreal Canadiens,1519,18:32,2012
544,25,44,2.3,27.0,48.0,693.0,49.5,678.0,13,33,81,16,2,4.5,24,David Desharnais,10,6.7,60,C,17.0,3,0.0,0,16.3,98,Montreal Canadiens,1490,18:24,2012
545,29,35,1.4,19.0,57.0,854.0,49.1,824.0,9,67,81,17,2,3.1,56,Tomas Plekanec,-15,4.5,52,C,13.0,5,3.0,3,7.7,220,Montreal Canadiens,1681,20:45,2012
546,22,29,5.3,19.0,113.0,0.0,,0.0,2,105,81,7,0,2.6,119,P.K. Subban,9,7.9,36,D,9.0,5,1.0,0,3.4,205,Montreal Canadiens,1968,24:18,2012
547,22,12,1.3,10.0,55.0,366.0,46.6,319.0,12,72,79,16,2,1.6,66,Lars Eller,-5,2.9,28,C,1.0,2,1.0,2,12.4,129,Montreal Canadiens,1210,15:19,2012
